127.0.0.1 - - [06/Dec/2023:12:58:16 -0300] "GET / HTTP/1.1" 404 748
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:19 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2636
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:19 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:19 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:19 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:42:12 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 1882
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:42:12 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:42:12 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:42:12 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:42:12 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2636
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:42:12 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:42:12 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:48:51 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 1882
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:48:51 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:48:51 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:48:51 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:48:51 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:48:51 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2991
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:48:52 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:48:52 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 1882
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:48:52 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:48:52 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:48:52 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2991
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:48:52 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:48:52 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:48:53 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:50:38 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 1882
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:50:38 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:50:38 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:50:38 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3784
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:50:38 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:50:38 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:50:38 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:05 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 1982
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:05 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:05 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:05 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:05 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3784
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:05 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:06 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:39 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 1982
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:39 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:39 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:39 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:39 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3801
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:39 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:40 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:40 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:42 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 1982
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:42 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:42 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:42 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3801
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:42 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:42 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:42 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:52:42 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:53:33 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 1982
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:53:33 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:53:33 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:53:33 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:53:33 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:53:33 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:53:33 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:53:33 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:02 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 1982
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:02 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:02 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:02 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:02 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:02 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:02 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:02 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:03 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 1982
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:03 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:03 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:03 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:03 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:03 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:03 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:03 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:13 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 2004
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:13 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:13 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:13 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:13 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:13 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:14 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:14 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:26 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 2004
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:26 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:26 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:26 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:26 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:26 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:26 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:26 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:32 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 2006
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:32 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:32 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:32 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:32 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:32 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:32 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:32 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:36 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 2006
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:36 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:36 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:36 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:36 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:36 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:36 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:36 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:46 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 2004
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:46 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:46 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:46 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:46 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:46 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:46 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:46 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:56 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 2004
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:57 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:57 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:57 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:57 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:57 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:57 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:57 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:57 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 2004
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:57 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:57 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:57 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:57 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:57 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:57 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:57 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:58 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 2004
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:58 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:58 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:58 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:58 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:58 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:58 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:58 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:59 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 2004
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:59 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:59 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:59 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:59 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:59 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:59 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:59 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:59 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 2004
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:59 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:59 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:59 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:59 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:54:59 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:00 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:00 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:00 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 2004
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:00 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:00 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:00 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:00 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:00 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:00 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:00 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:04 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 2004
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:04 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:04 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:04 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:04 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:04 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:04 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:04 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:49 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 2026
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:49 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:49 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:49 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:49 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:49 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:51 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:51 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:52 -0300] "GET /arcoiris/pages/admin/loan.html?type=11907337903 HTTP/1.1" 200 2026
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:52 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:52 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:52 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:52 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:52 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:52 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:55:52 -0300] "GET /arcoiris/rest/book/getAllBooks?title= HTTP/1.1" 200 622
